ISBN,freq_R,freq_G,freq_B,mean_R,mean_G,mean_B,median_R,median_G,median_B,dominant_R,dominant_G,dominant_B
1571741038,232.49688572518113,209.813397737384,181.55497648404727,136.19370714416488,147.3493556076124,156.2658686573359,111.222292590247,145.17226092463585,167.46797520661158,229,208,181
1571741402,100.97236816501265,81.91554777194007,164.56869040669392,128.7143030584421,116.85633076965424,177.1849930545332,114.47604327666151,110.03438948995363,177.53593508500774,105,89,165
1571780831,61.544025688693594,28.384823390231535,25.266182186919046,96.71724855911006,74.83095659819176,65.41718381016199,84.2591123233325,66.51896850979419,56.403669724770644,55,33,28
1572150475,141.70459593370921,125.9824021869127,118.88809157696907,138.7868314983757,131.95981401670696,129.9260560237537,141.70459593370921,125.9824021869127,118.88809157696907,127,111,108
1572701110,108.0216367126156,93.92444599546327,64.30134357005758,116.59570770603548,98.49296029799022,70.6139439733613,108.0216367126156,93.92444599546327,64.30134357005758,64,51,34
1572701536,6.272830081990388,5.311422109132033,4.131891433418151,124.44190810642056,114.55851349541771,86.44724519512039,114.0395637296835,113.55752780153978,87.61633875106929,236,212,159
1572970332,217.72990897269182,223.1442132639792,221.72392717815345,139.20935894098537,142.6303726169376,124.98190718466257,160.26011872638963,149.59628685839098,133.32945030942847,201,207,201
1572971142,248.03689879492376,247.2252319505172,244.98080409512636,172.6466547092362,114.64164147196891,102.32112728576246,161.93291310220621,108.43538946420531,85.91985592075642,240,234,216
1572971355,49.36640342217835,12.758144126357355,16.342053307008886,114.74878427479204,70.12922368485499,37.558072692662535,111.23994906312534,62.88967310549777,16.342053307008886,78,43,24
1572972270,14.87832108535896,12.291266252119842,9.044657998869418,150.42604300265006,115.86472485472738,101.55989712940242,194.45523568490984,99.13230548583722,85.92846898529939,221,148,126
1572972319,3.7476107285993217,3.693453910183948,2.046141198232453,75.97116106110265,63.81859990963343,45.30701705750063,78.37767722473605,54.53755656108597,36.005731523378586,162,128,81
1572972432,33.9785349588413,29.059393560487653,21.729394602479942,88.8662665903287,86.63616035542074,97.78444641427919,86.39529068555949,67.68097520316732,96.47841726618705,53,44,51
1573221465,27.318289434744006,28.654483575022194,33.96034329683338,88.01640414949756,93.07415020640835,96.01128201732166,95.43035135808621,99.62970346374284,103.7707450784949,106,112,114
1573223328,15.630683529057514,12.598915989159892,17.037187594098164,75.99870826399427,74.72364785999874,69.02714142173578,55.57861635220126,62.17653437432227,64.73715029277814,34,35,39
1573223786,46.72934472934473,87.68969610636277,127.82312440645774,126.06523056164315,146.0401987388575,158.08560221020753,116.93084016393442,133.00256147540983,140.57274590163934,55,91,123
1573225282,216.25539906103288,21.743896713615023,13.613967136150235,199.00825212020177,126.61756860971074,89.27907136093015,216.25539906103288,138.24225806451614,79.53,243,220,167
1573226521,1.8625339366515836,1.8522171945701358,5.021719457013575,115.78077722360199,111.72533991173357,111.54496956824391,112.40389415876186,96.38841737393909,94.20469296055916,15,15,16
1573226882,9.99167428165296,173.8523707990659,64.71306731647883,117.59269527828107,154.1187719562716,129.51745182377914,113.95791962174941,173.8523707990659,117.66052009456264,15,171,68
1573227161,248.54423127007553,247.9999131869086,247.7557947738519,160.8619204136112,138.59341692503648,122.87659681469465,204.1981544439048,142.36872909698997,97.11269614835949,236,233,231
1573227811,254.41849847818736,254.36041596212377,252.47801826175177,192.86083217135348,184.4967263963696,172.5556213590101,215.1721876024926,199.93407674647426,177.05116431616923,232,224,208
1573229385,180.4594972067039,215.47072858472998,81.25739059590316,143.93334510342774,168.92408755339108,123.58772624357604,180.4594972067039,148.58720612356478,102.97539543057997,186,212,76
1573241016,157.79750528115883,198.9932602353888,209.21949502062168,128.34491966445228,163.04889002777503,159.82627171558326,157.79750528115883,148.6020605280103,177.54318460908718,162,190,204
1573241423,130.6801586216327,133.29468070559278,106.04020237932448,152.80793662895263,164.20709139120106,156.21665972823644,139.18275862068967,187.23026576755257,158.6071003570012,136,153,136
1573440736,24.2607689765341,32.602677095956814,31.790459402886416,90.35247156254339,61.6474657145571,45.741156998979015,84.0960827790096,52.11456023651146,38.57017543859649,26,33,32
1573459178,250.63254555808655,217.09980068337129,9.358627562642369,240.74347748276335,210.18459795815528,88.07849744157832,247.50582253567327,206.75593542260208,35.77841561423651,245,202,21
1573671053,167.1770684039088,218.07361563517915,139.52964169381107,158.38675810009818,183.11424036153477,130.21100055059213,167.1770684039088,217.32055645996743,116.71185437324256,178,209,127
1573754226,20.093611410763515,10.401773942227017,6.121778736665468,101.1320194171974,113.52301273916468,79.61076584752966,83.22608498068621,106.57288765088208,55.03208906352325,206,164,132
1573927589,254.214174826845,254.22581800812037,253.14240506329114,168.45169875474238,157.6726440909476,131.04564608515528,171.1469002695418,156.72371967654988,127.13746630727763,230,223,208
1574090747,233.92818590704647,216.2190404797601,183.24167916041978,161.42240229706513,152.92136087962223,119.04136158700399,182.2810893163207,160.03980194248714,119.38716434964769,201,182,144
1575241471,5.135976558923176,178.86942587675122,236.0321399139273,75.10287439186793,143.61180874207133,169.75445331229642,38.24013605442177,151.61700806952203,161.27250155183117,15,173,225
1575660784,233.04382205143364,88.98485072420928,69.38006207508128,161.25156819967802,78.82550863781503,70.21125698409973,196.24899057873486,34.753252579632125,22.906697009102732,220,75,57
1575661551,201.78729486500794,3.419587083112758,2.475913181577554,160.98762571546544,75.06999696142545,32.62234989558637,179.62303530018036,49.62406596238083,18.980417418191188,196,24,11
1575661888,17.89366883116883,6.147843228200371,5.383812615955473,112.21297532529249,86.02434280780332,77.30468878536426,135.4741935483871,53.24060660932549,48.25848800362155,196,166,149
1575662213,8.568101187721734,15.785978713558539,23.245333950331638,117.32036649092413,122.75152685210946,131.63261694874114,97.45913548855793,135.02833272793316,141.2046827794562,20,23,27
1575663503,152.2447937659546,34.600026870885394,12.992341797662233,165.37351160479227,115.87313562116815,83.14572795385101,161.9260776629854,110.43391521197007,64.67652297826861,150,65,33
1575663929,248.1253399550668,243.47948445075085,103.90753222182808,187.77653218753795,153.28487923372717,129.0098357287961,198.15338427947597,144.41725548531053,103.90753222182808,228,204,118
1575664992,239.40124622356495,205.29947129909365,207.01132930513594,148.973070647149,91.49752789646314,95.84516256802029,172.06951364175563,67.48805528134255,73.97911832946636,30,21,35
1575667681,165.7008673186935,83.15962354677986,74.59346742941501,130.27562758559733,114.80951034453588,108.62916629299568,146.16550264550264,102.64434740417273,96.16327025715673,143,116,109
1575667916,251.23916155419224,245.19488752556236,240.80623721881392,172.03119124857508,158.60755097309936,157.11152982985612,182.41317950723504,173.69417285881892,179.44661712944858,234,225,224
1575667975,8.445439859010134,5.422675870171831,8.828315464825966,143.12847356621154,88.85678884277664,87.90935371208916,159.76333505955463,36.19108469539376,39.57800891530461,225,85,79
1575841886,196.0203395825964,165.87619384506544,90.20976299964627,158.17582490808402,135.38750682806358,119.30170222691474,196.0203395825964,134.500466562986,90.20976299964627,186,138,71
1575843498,253.4741725951129,253.55745437673988,252.81990411382617,186.0961922981151,158.84206150833353,114.85499553475577,207.58616780045352,148.51210481344347,115.53382838283828,220,129,14
1576736512,98.7817242997966,44.45548427476138,37.85276169613519,121.25431459326091,81.29639853560444,66.68053739108692,133.5166577109081,59.279186707477045,50.30126803672934,120,69,56
1576738574,104.53475118154017,56.47233805949402,53.12288017792605,116.7642104081236,75.12186050548513,69.32571050179828,109.10208695652175,62.62834782608696,58.824,106,59,55
1577192761,231.1648395721925,233.7225935828877,148.68622994652407,164.10878594251577,157.13034135988798,95.06994723599381,186.73702983138782,172.02334630350194,73.41666666666667,228,230,151
1577311337,179.68091387498396,159.86907970735464,123.32614555256065,158.5162229883885,123.98557185462039,93.20183251608061,164.21681189133778,134.94259354177345,95.2019477191184,178,159,123
1577361520,244.05258344764516,221.71860996799268,201.12885230909922,162.40465176565795,140.2161281033792,122.62406384132672,165.43259911894273,141.57444933920704,116.84933920704846,235,213,193
1577483499,118.31894329896907,111.2205219072165,70.3497100515464,145.63323274330708,116.1358637213879,98.42833465313635,150.74881516587678,111.2205219072165,70.3497100515464,130,89,64
1577656962,183.97289201737308,155.0199191253557,141.24666766511908,177.46517694900504,188.2692938715568,184.4702299018755,183.97289201737308,193.24959556274555,202.1846544950312,155,169,164
1577658124,70.94600471099837,67.66769342272151,53.566950534517126,158.7389748805343,139.82110020668534,109.48905210092039,170.95475728155338,127.40546100617169,96.45707873573967,161,169,125
1578150442,119.07158630842841,61.49503128450497,82.19451601030548,162.983321177411,110.23917373352018,83.24530063376896,190.427999237078,91.33034522220103,82.19451601030548,189,95,81
1578155495,179.72218155197658,190.0487737920937,151.95735724743778,161.3544207030368,165.38861841649023,110.16939161072617,179.72218155197658,190.0487737920937,101.75489677077819,175,186,150
1578260027,48.66595377716454,56.282925146602274,116.62373232149017,106.50602886842071,107.84112028022446,139.24138436008133,88.67223198594024,93.32820738137083,131.3523725834798,56,62,116
1578560128,23.904459478116802,12.385199502968383,11.618390169819136,110.82136091800524,88.4363728625142,78.95637277232295,110.31218069373487,49.01425114278032,34.2411196362603,37,23,23
1578560330,34.845611097823486,37.10356374073188,37.35015546519971,107.71088471934533,97.16920408413912,100.93829945356144,108.62755344418052,72.77881458441334,82.68619319163642,51,51,55
1578561523,146.66798941798942,157.99129188712521,72.23555996472663,132.23968152477806,150.18533348772627,136.51960277300591,118.42072137496974,156.45098039215685,118.21501846532622,125,138,78
1578566576,62.62616580310881,45.435751295336786,31.006735751295338,170.60610133299943,157.84097414613592,148.2533928977137,181.3943661971831,164.63661971830984,152.71924882629108,224,215,208
1578566967,175.3244429988616,156.56236786469344,130.51894617010896,141.6002042183394,124.63917167571569,108.9008290344935,143.73527575442247,114.31196670135276,88.92445369406867,130,110,90
1578590175,1.0694717010754375,0.9703273412355757,1.2606170029044665,102.42821667451733,107.60627232561971,71.89341988281939,89.3253112033195,93.14813278008299,30.1435552840562,11,11,9
1578660807,248.781507741282,247.99652727535812,105.71509188250614,171.87929538715676,155.11595238171174,61.66904395684236,174.18375680580763,183.1252268602541,45.87289891779876,38,43,42
1578700140,253.27208163265306,252.85608163265306,252.4648163265306,160.28604840288708,130.4258648657176,131.3450222677253,172.65699208443272,112.7994722955145,104.34353562005278,138,85,84
1579120164,78.82100977198697,81.78794788273616,106.59234527687296,158.11890537686546,140.6882833925712,148.21208558445403,158.10133386422456,126.38496583143508,147.59663571053093,120,107,121
1579540910,251.70095261063548,249.62715543229228,247.02074038345592,215.63130551299474,185.3390752723782,135.55181114861054,241.00851581508516,189.9814476885645,154.54048663741523,242,233,198
1579544592,240.17457193465853,203.22328281834285,130.79738240503838,142.43336302478988,102.98767230403905,84.1363654794454,195.6580310880829,81.2533427163969,93.1827857473392,231,190,125
1579730086,127.4727492935002,115.7178037949132,103.40600188399947,117.34663410626194,125.41949078649213,103.36657590887219,127.4727492935002,125.8172461116194,103.40600188399947,136,133,118
1580050301,226.65066814264253,200.36348541156005,134.37755989562743,184.81424442845963,162.28505074560078,127.66049977386206,213.7167868177137,200.36348541156005,134.37755989562743,226,205,146
1580050492,68.21851630272211,54.03813939575232,48.74842955429255,155.62012409071014,121.68035871480052,117.37907880534028,154.03493552168817,120.664325502543,119.02744839701361,86,75,83
1580083528,250.47090891069482,202.44533650510456,94.5763703042918,168.98308096230582,147.73182787732554,123.24613407686245,195.9981908638625,154.10385438972162,117.63319878910191,84,101,151
1580510817,43.472457312546396,38.6634001484781,42.023608017817374,168.33424724079777,163.08545595181695,163.97974030568278,189.95543672014261,182.61751973516678,184.9633307868602,40,37,40
1580622925,3.7736122073138647,10.036437779531703,14.503551696921862,80.45150403398402,110.51703295795053,84.48254870303711,23.323340471092077,88.83561920129084,74.69069712110398,227,231,78
1580623115,251.30391311842786,252.157300465437,251.5455093949319,176.407588153709,163.76778356344502,149.44673237571234,210.42735896155767,160.79952550415183,156.73991696322656,36,117,88
1580630863,60.49097764610827,63.09237813089146,69.60624831672502,141.0095097747473,141.63576772230624,144.26380864364106,127.92903487429035,128.04257907542578,131.98418491484185,71,72,78
1580631797,22.053862280277375,20.263667150459604,25.637316561844862,113.54112296470358,108.81947296347337,114.91156910930529,102.59065155807366,98.34041548630783,105.2389046270066,200,193,200
1581344201,219.36412781156483,213.74061202818805,198.77237185056472,155.0907478257561,166.39244423145897,181.38542301182264,173.44724943481538,178.35644310474754,189.5037678975132,216,213,207
1581800479,143.41348849061413,156.01520428098192,198.15442113310115,165.97858379316492,132.1451909298359,143.87077970467195,184.480462879471,156.01520428098192,170.58665511265164,143,156,196
1581820364,195.81647828673408,192.94616299821536,195.84458655562165,122.77555084094863,83.25754309141901,79.29051110557367,133.93541825578438,52.47740667976424,50.632313829787236,207,174,171
1582340269,66.82456696239966,74.05111956062527,89.80217574989437,121.89904770651667,128.42793214061928,130.41395140052617,109.14280047600158,115.23284410948037,125.2840142800476,62,69,83
1582341591,17.358567011408464,10.704232860646124,8.096065678643779,61.70804662471714,79.66005110872082,39.12195357638252,52.217204843592334,75.08879919273461,29.94450050454087,34,42,19
1582344647,66.01657950372761,78.60120173584066,155.35462334483142,112.70856999804877,115.8794432137727,140.57182355658045,113.81797175866495,99.24569961489088,155.35462334483142,68,72,137
1582348103,1.4069781777832573,1.938108741215633,3.825915423498952,54.93702406882003,89.13341187178631,93.74459423450625,29.064820271066587,86.69416617560401,111.22058534669024,10,22,29
1582401829,62.20887154009936,66.02696948190206,71.28779276082328,144.40363169337076,125.46548530760155,135.96406476688435,129.070834839176,104.3436935308999,144.28839898807374,67,69,73
1582402728,0.46647230320699706,0.30963178922362594,0.40638160025915127,90.06968491993703,81.9268381024713,69.54757193231339,91.49822274881517,79.25473933649289,72.59063981042654,5,5,5
1582430527,146.38464398587098,89.81139617029187,36.904536159137386,150.34793156102413,95.02590643221416,70.20482265723993,146.38464398587098,89.81139617029187,36.904536159137386,149,91,49
1582431523,0.7369075369075369,0.7125097125097125,0.7717171717171717,80.82147558852668,78.68138753543663,80.35419642049499,81.20124069478908,81.2,82.08858560794044,9,9,9
1582701024,152.26573088092934,136.3839948370442,127.94837044207809,169.1021647931065,135.6381592973919,133.53026432091042,166.37093690248565,136.3839948370442,127.94837044207809,158,145,137
1583140247,166.56635757751377,64.66473485946102,8.393074471167777,183.72366783886602,102.33323457765307,27.669243322640273,202.35805084745763,88.10754043268221,8.393074471167777,187,77,10
1583141308,148.60453786191536,69.12889755011136,30.88182071269488,147.9608458773367,116.60550244063643,80.63494597462422,148.60453786191536,136.61627267729523,31.144035184167123,151,96,49
1583142215,179.39223110363204,159.79231524330388,189.96452110503435,152.809054157474,130.8335351511316,145.83034706576638,179.39223110363204,135.61739130434782,140.29328703703703,169,147,174
1583142509,71.5907329673878,51.40313206328705,49.726025185663545,119.05728956101663,99.74329435884228,98.92024009276628,112.08133119772201,78.04395799964406,71.62680192205019,68,51,50
1583143432,35.5311859443631,43.63250366032211,39.86251830161054,119.6763051117986,86.54015214966932,66.69118705970972,118.22662889518413,68.4501416430595,59.24504249291785,53,48,44
1583143645,240.48098987626545,171.88211473565804,184.08841394825646,185.80176598535735,112.85795125565224,124.04941529109283,221.00647372429552,108.43207370393505,130.23282323547784,222,133,149
1583754342,254.01988421847471,254.117711217384,253.3324943367732,235.24938911528633,184.1203607898041,144.27012508601237,235.85006353240152,191.01194409148667,143.0274459974587,234,188,134
1583940839,191.16671376094942,188.04944899689178,179.99562023170387,107.98014005520159,96.58421449350398,103.622404348757,107.85110325080007,109.19854721549636,101.98660320817909,63,66,100
1584651121,241.23241590214067,239.89636425416242,214.5024351568694,139.88105117746642,125.07300057250737,107.50233009941871,146.55252918287937,115.93826199740596,91.63501945525292,40,31,25
1584652136,89.7919708029197,87.02585158150852,89.91210462287104,98.77871737750347,96.29438566495261,97.32142558943838,89.7919708029197,87.02585158150852,89.91210462287104,51,51,53
1584760605,228.3093473151329,234.88049177363948,237.4651961670584,177.7911983019556,176.5298311978617,157.66222379144315,169.72380019588638,180.87855044074436,148.83168316831683,210,215,206
1584792914,154.86049294089494,67.7133285474994,52.729839674563294,161.80859767366968,109.55318199898372,95.41737079365556,178.82207974353838,100.58324984972951,68.0044079342817,154,78,60
1584854502,226.31155452436195,119.5384686774942,95.54310904872389,143.99364141612733,114.22390920514617,110.59656404125602,133.562686073437,116.50294860994103,95.54310904872389,220,122,101
1585071137,220.4648,3.7190545454545454,36.55650909090909,195.36941422875842,122.8331280209583,88.24833533867113,220.4648,127.42625169147496,50.57008884501481,238,218,135
1585671886,13.94876714957306,11.520771371006427,10.511560970929676,153.6791585122614,109.75881142341925,73.32700042337628,193.08229813664596,107.16832298136646,61.54596273291926,226,166,108
1585790249,217.5812852999542,214.6055564036025,154.43924591665396,104.62943535764202,106.28483289687695,81.69230897035126,92.95430393198724,96.43783209351753,83.40595111583421,38,44,28
1585860409,8.25953333836744,141.49029676055275,58.52435248810693,115.31468216207377,153.16997619347717,117.26866986490786,110.32229673093043,141.49029676055275,96.24182732606873,17,140,62
1585860972,5.1273975013197255,129.02727432694,72.85729368291395,110.48886711002142,133.01518997850013,108.4900712020489,119.56135321100918,129.02727432694,72.85729368291395,31,121,74
1586212044,217.8696918767507,179.43238095238095,83.19036414565826,154.21852545360952,143.80161746035722,133.18302898041622,154.26772697150432,165.82041086812458,102.30637079455977,48,36,70
1586215361,214.83609847471234,170.83061279100883,129.93256622959592,136.58954851546926,77.33788582414756,68.15260985903562,151.33453561767357,58.424270495599814,79.72294860234446,170,124,88
1586215795,9.82176943699732,6.647721179624665,6.658123324396783,131.52417202408628,83.97118287926205,91.47774540040878,126.84599229961498,42.45945945945946,47.97456279809221,28,19,20
1586420755,2.003652004544717,1.696153221879565,1.6441324460314883,123.37372484239756,108.31949957109077,97.93666611742428,130.92028985507247,93.57660455486543,76.61128364389234,16,13,12
1586601989,43.84137068052748,69.7039176051593,35.74126479930696,135.5341860032375,133.2736808438202,93.39321251754744,125.060546875,122.013671875,99.1767578125,224,194,144
1586602624,241.54382439326017,221.97542123975884,187.480754366981,204.73433143345216,169.97507460692015,137.85193341325467,208.6374541003672,177.3625458996328,138.47221542227663,218,189,154
1586606670,240.61185468451242,212.51995697896749,80.24282982791587,202.64321631829964,161.81523630029704,103.938012935188,235.72592859718716,210.41146772448613,80.24282982791587,236,205,89
1586636103,251.71627906976744,251.81325581395348,251.44147286821706,142.24790047001636,134.70766468726816,125.02342206917577,152.78361804643015,133.4388961892247,109.26193604905826,219,214,206
1587172178,235.59609919917335,235.1003616636528,103.7875226039783,196.169937896322,172.2657308763336,87.1975562438437,200.71388261851015,184.21552915169937,103.7875226039783,221,220,111
1587360853,251.27701674277017,251.02980720446473,249.1353373921867,148.80796059269807,120.26371511884663,116.4066485544968,164.43085987847542,114.24360154667649,105.33271957282268,141,76,73
1587881527,28.998253928660514,33.15352955849339,41.59877775006236,118.82785300669562,122.59628246049651,134.91669834585042,102.17805642633229,106.74952978056426,126.86112852664577,40,45,57
1588468038,48.03235623898767,56.746436008329326,48.08857920871376,105.39460893426947,99.76444734882963,81.48602537126561,101.97673216132368,106.70104497955475,48.08857920871376,98,77,46
1590030028,20.745451742213998,18.675917360468702,21.229108849830403,120.6160931159086,113.4826657956118,116.17446960508421,104.59004739336493,115.7829383886256,99.9911532385466,212,171,154
1590170431,85.62256950754134,132.27421406505542,148.40741413774305,67.02234687271122,100.1534429591452,110.31512203756101,55.767237040764975,96.56517362858581,104.27830900855561,42,66,71
1590520653,252.42321457621605,247.182934764926,222.36424272002603,182.98751521457893,172.88374526928337,139.5338839548343,182.1653034868704,176.69393026259146,140.51786482996127,248,243,219
1590580591,253.0405225863596,253.0308901682905,252.71567759078832,178.35146663401764,144.51838847758773,138.69502066026433,201.6361216730038,134.6288899210404,130.09196470041803,118,114,110
1590710118,71.61431170406307,105.4043359611886,120.00894481503941,91.32335742430087,104.60490638696278,112.49391254769849,78.04003049942814,105.4043359611886,120.00894481503941,73,111,126
1591050359,18.983516938623374,73.52290234407356,19.443717385902428,85.31693280647326,98.107885934808,64.79067295820869,72.52848318462594,80.89293067947838,48.446122168840084,30,65,23
1591160642,228.3795892169448,133.20256739409498,131.27227214377407,167.7353669615298,122.3981742231634,132.25791827102634,213.46930422919507,117.14703536293538,131.27227214377407,211,112,119
1591820146,139.29889298892988,37.375092250922506,46.838929889298896,176.71577370505685,96.05575778028884,72.05460111821125,219.7957182873149,71.04201680672269,46.838929889298896,174,51,37
1591822971,164.94701189221738,180.29926238145416,197.65136233629383,134.659950320698,133.94375418697626,134.97175149266405,164.94701189221738,152.05205008593174,130.4414436533268,189,189,191
1591823374,249.05344827586208,246.7801724137931,242.14379310344827,176.9522376584981,134.61178738543688,122.98922640363405,226.31269182162845,102.19931395558766,101.16363636363636,224,153,123
1591823986,102.24416543574594,141.9350073855244,106.00620384047268,148.2741060994784,160.7303740944623,110.28939188966066,132.84391486265235,171.63691931540342,106.00620384047268,100,130,97
1591840376,253.65058633522926,179.9561828523278,4.483673899304824,202.84291523399776,172.55128217621254,94.81212014776445,245.09063444108762,179.9561828523278,48.688063660477454,249,179,10
1592280587,221.56301127570197,213.88890117178863,201.27901835065222,158.45526903580065,164.80569980606336,165.39858651946707,158.02890355010996,172.2981464027647,179.3487276154571,217,213,205
1593080166,184.07975327345525,162.13050535656313,135.80932799480576,145.87771736750437,114.005410313098,85.45022853157533,157.1271576524741,104.81645569620254,62.84119677790564,187,165,138
1593101155,252.73197127541215,245.3708910690806,244.64154950945687,198.89187827210995,169.96475527130434,189.93531990429113,219.83141762452107,191.622752726201,201.114647804303,243,229,230
1593280092,202.74057677713128,206.88717429800153,211.19883632684036,140.2635706411141,145.1611454535851,138.97023671992096,154.41669204995432,157.53609503502895,153.94882729211088,189,192,194
1840222050,63.32074599260173,42.706689272503084,33.229346485819974,110.35897190901855,96.44168433823495,83.08149724755935,109.26694247438928,86.15070921985816,58.08944050433412,68,52,42
1841190446,252.19466351209255,197.10508675078864,3.415680862250263,198.82057934905706,178.34641088073528,103.41209212935232,223.7006985491671,191.27727028479313,61.2208490059108,249,197,11
1841193917,42.665843621399176,42.49341563786008,45.37530864197531,125.1804572319456,104.41214063313365,114.14489067484801,123.43693263258481,87.28148148148148,88.77769625825385,58,57,68
1841490938,241.29204545454544,230.88991477272728,223.1455965909091,155.407784652712,159.67451300597222,149.62257448233714,177.83555273726486,191.14140773620798,123.78116118554608,28,62,71
1841491462,61.97592213114754,100.60092213114754,128.28825136612022,130.6526675198823,133.29992333384195,134.52049946295259,118.36040504236412,143.75276752767527,128.28825136612022,80,99,117
1842122916,26.50452395640551,46.21067242442936,116.93512235245733,91.57137833973567,95.98368730465016,114.99634915596418,88.5809885931559,57.93269961977186,116.93512235245733,42,57,111
1842125214,86.19180161943319,96.64554655870445,143.48957489878543,123.22113491078862,128.2413780825617,160.29390622854447,113.67496977025392,108.31825876662636,145.00072551390568,89,97,142
1842230727,171.150542118432,152.99874895746456,139.24528773978315,105.7279210580341,97.06810755855538,90.22808686958015,108.8577013291634,101.95699765441752,96.3377638780297,167,152,138
1842322761,32.07063322460915,17.46552693735238,16.30446518951749,137.62805278745378,110.64181805347387,107.18248679210612,135.58537313432836,99.59373134328358,94.25164179104478,229,207,204
1842326481,45.37451861360719,44.30054557124519,43.674101412066754,87.96985245771728,67.59631066612327,69.28223835753293,86.37809734513274,48.47211755840241,60.56103993971364,40,39,39
1843090678,16.097218067603947,13.543523781034999,8.725396350583308,136.68665177488236,112.09403416471082,80.18178758481444,142.03272727272727,105.96256684491979,63.516791443850266,227,184,133
1843094029,222.6844630145466,223.19421231816776,217.58573197152583,144.9656928269706,117.06251416282048,98.20186194007997,166.23649671882887,100.115598182736,63.34225138818778,210,204,186
1843094363,253.297350343474,253.38805551661292,252.16066171316416,175.87009464404392,165.67996774335262,148.67335187076745,185.40092317837124,173.52357401912298,149.97889878008573,150,134,98
1850157669,249.02925472747498,245.3131256952169,242.73303670745273,174.07376950294017,156.64493899269337,153.2658869560781,174.70710059171597,158.7269135802469,158.9427160493827,237,232,232
1850321663,245.53606411398042,245.2780498664292,244.00957257346394,155.1546098451187,154.3543333200953,151.4698537407184,170.01944321696863,169.064958020327,159.31506849315068,46,51,52
1850510091,99.82763276327633,107.53855385538554,103.78577857785778,114.49754787784654,114.31890432920832,104.30364221860368,99.82763276327633,107.53855385538554,103.78577857785778,68,74,70
1850746680,13.561317966903074,12.428043735224586,9.920360520094563,123.50053771688155,102.11373786926194,75.77425071892132,123.09136842105264,111.89439601494396,40.68019925280199,47,42,35
1851456074,18.094029651395754,19.146387070922934,28.19179911847202,109.65361244789145,101.49514078202279,102.33698416089294,115.29324055666004,97.1486083499006,90.99229622266401,206,185,174
1851681418,20.909102370146243,95.07249117498739,143.77559253656077,84.41753692738712,125.74088155234706,125.75524718989861,56.15358412322275,101.28882664176781,114.41928317535545,39,98,121
1852130458,165.8201316470675,228.80689298128837,132.2875526958065,182.5454611365329,196.9240624646679,147.77137346209835,197.18351063829786,228.80689298128837,145.66468253968253,174,227,137
1852276797,249.78763114301492,250.01038100496962,252.29884041965764,174.8204777324416,172.11771414364853,161.96133585965853,194.94979803808425,193.42585112521638,186.8730525100981,242,242,244
1852279761,60.609616453585325,62.01695386325736,63.183879933296275,114.39962290018562,119.33375265771933,133.05046414840834,99.53722179585571,102.72601688411359,123.90330007674596,62,64,67
1852307897,248.1293438883671,245.48832684824902,238.0788944049376,167.66555223421923,128.72786585153347,121.57793106102702,177.38493434692467,128.3502415458937,131.08152173913044,242,238,231
1852309903,3.0514409668422684,134.0019832661915,107.16002479082739,113.15303357031283,140.78750219811212,118.67862584053232,108.11374930977361,134.0019832661915,107.16002479082739,9,133,107
1852422289,206.43310720640568,39.27229759786477,8.363156138790035,188.04231350351205,125.08946241945418,80.03021809961449,206.43310720640568,149.04435483870967,29.617532971295578,207,41,9
1852423218,83.15846819419964,80.20012818458581,97.32847300112161,119.47659828469773,109.08833524890227,114.26910699538341,109.26692139737992,101.26737612238111,97.32847300112161,99,87,97
1852423838,187.10049086446688,96.24761385328607,117.90700845377692,181.20613659137098,135.11954570557353,93.62873815012608,203.34689057990028,111.81447889182058,81.20019788918206,188,107,104
1852425768,206.32529104099882,111.99139530960014,63.47224565547494,140.24525535043017,92.09989706931123,61.73252151530163,147.0060262318327,75.31584544487771,47.49025168380007,137,73,45
1852843527,40.82795698924731,75.14176570458405,34.89643463497453,58.43119305526805,109.89235240088071,155.93668859918824,40.82795698924731,98.72833767199702,173.744328746746,42,70,130
1853029785,78.11964805750047,32.34574632876882,34.64774769192639,102.53332254219012,84.0057584198393,85.92293170525056,78.11964805750047,64.67901234567901,84.16084905660378,72,33,35
1853260770,45.07717541436464,74.6263812154696,127.57821132596685,112.91304373378996,117.32748224182542,120.62598312371037,106.08512330946698,99.07736674622116,127.57821132596685,73,79,94
1853260827,1.6499844897115086,1.4882638817081997,1.5967324992244856,97.98586071841669,109.45769493089267,118.30965172654302,95.58082408874802,106.30982567353408,117.88312202852615,18,18,20
1853260975,31.661663197107483,31.33724115262408,30.61334502026953,114.22073452506913,114.65180732186482,116.74566427397895,92.49819004524886,101.90950226244344,119.38099547511312,45,48,56
1853261793,1.2118692991571411,1.3015818034868953,1.335527075395451,117.61302388484663,130.49665825547706,93.48889094859389,131.93219804478082,153.06527909176916,111.49385052034059,189,209,141
1853262285,234.4328893442623,228.97412909836066,207.5375256147541,156.60946558760975,153.12333519978233,131.80681075861904,163.63935207241545,155.96593616007624,133.2174845164364,210,206,188
1853263087,20.131842934938376,11.521639438234452,59.41344224706219,159.89272155496428,109.28326488184761,89.68923429650405,204.185667752443,77.3295142071494,73.8249688925757,237,146,71
1853264105,5.855878467635403,68.87318361955086,16.528665785997358,131.00385871220448,138.47761245238576,95.59229632406992,147.3542961608775,153.02216808769793,75.67551766138855,35,80,35
