User-ID,Location,Age,Country,Age-Group
69893,"nuthetal, brandenburg, germany",18.0,germany,1
69955,"lille, nord, france",50.0,france,5
69971,"pinehurst, north carolina, usa",43.0,usa,4
70040,"dortmund, nordrhein-westfalen, germany",33.0,germany,3
70052,"st. john`s, ontario, canada",30.0,canada,3
70065,"winnipeg, manitoba, canada",19.0,canada,1
70183,"carbonear, newfoundland, canada",25.0,canada,2
70193,"mennecy, paris - essonne, france",33.0,france,3
70214,"utrecht, utrecht, netherlands",32.0,netherlands,3
70222,"ottawa, ontario, canada",56.0,canada,5
70238,"m�nchen, bavaria, germany",26.0,germany,2
70401,"omaha, nebraska, usa",23.0,usa,2
70402,"ithaca, new york, usa",36.0,usa,3
70415,"crescent city, florida, usa",57.0,usa,5
70538,"asheville, north carolina, usa",35.0,usa,3
70541,"hamburg, hamburg, germany",26.0,germany,2
70585,"storvreta, uppland, sweden",46.0,sweden,4
70594,"prince george, british columbia, canada",53.0,canada,5
70645,"la floresta, vall�s occidental, spain",41.0,spain,4
70649,"casper, wyoming, usa",31.0,usa,3
70666,"warwick, rhode island, usa",18.0,usa,1
70791,"washington, dc, usa",37.0,usa,3
70796,"barcelona, catalu�a, spain",26.0,spain,2
70931,"new haven, connecticut, usa",36.0,usa,3
70947,"atlanta, georgia, usa",58.0,usa,5
70999,"hauppauge, long island, new york, usa",57.0,usa,5
71102,"glasgow, scotland, united kingdom",23.0,united kingdom,2
71162,"halifax, nova scotia, canada",40.0,canada,4
71183,"dublin, leinster, ireland",32.0,ireland,3
71234,"cumberland, maryland, usa",30.0,usa,3
71261,"phoenix, arizona, usa",29.0,usa,2
71285,"ourense, ourense, spain",28.0,spain,2
71470,"ottawa, ontario, canada",62.0,canada,6
71490,"west los angeles, california, usa",23.0,usa,2
71521,"ottawa, ontario, canada",35.0,canada,3
71568,"port coquitlam, british columbia, canada",28.0,canada,2
71582,"bonn, nordrhein-westfalen, germany",37.0,germany,3
71672,"barsinghausen, niedersachsen, germany",60.0,germany,6
71712,"valley center, kansas, usa",26.0,usa,2
71728,"valencia, valencia, spain",49.0,spain,4
71739,"mainz, rheinland-pfalz, germany",34.0,germany,3
71800,"sunnyvale, california, usa",136.0,usa,13
71831,"houston, texas, usa",21.0,usa,2
71853,"somerville, massachusetts, usa",23.0,usa,2
71912,"hospitalet ll. barcelona, barcelona, spain",38.0,spain,3
71918,"frankfurt am main, hessen, germany",36.0,germany,3
71967,"wuppertal, nordrhein-westfalen, germany",24.0,germany,2
71981,"barcelona, barcelona, spain",30.0,spain,3
71993,"edinburgh, scotland, united kingdom",43.0,united kingdom,4
72124,"oviedo, asturias, spain",22.0,spain,2
72169,"getafe, madrid, spain",25.0,spain,2
72211,"nantes, pays de la loire, france",18.0,france,1
72214,"ottawa, ontario, canada",40.0,canada,4
72222,"frankfurt am main, hessen, germany",22.0,germany,2
72296,"albuquerque, new mexico, usa",33.0,usa,3
72352,"samieira, pontevedra, spain",49.0,spain,4
72368,"milford, iowa, usa",15.0,usa,1
72451,"nottingham, england, united kingdom",51.0,united kingdom,5
72531,"clovis, california, usa",48.0,usa,4
72601,"niedernhausen, hessen, germany",24.0,germany,2
72770,"brisbane, queensland, australia",32.0,australia,3
72771,"freiburg, baden-wuerttemberg, germany",44.0,germany,4
72785,"gordonsville, virginia, usa",39.0,usa,3
72863,"amersfoort, utrecht, netherlands",33.0,netherlands,3
72990,"watertown, new york, usa",31.0,usa,3
72992,"vanves, ile-de-france, france",44.0,france,4
72999,"d�sseldorf, nordrhein-westfalen, germany",42.0,germany,4
73053,"rising sun, maryland, usa",36.0,usa,3
73124,"escondido, california, usa",30.0,usa,3
73127,"south hadley, massachusetts, usa",21.0,usa,2
73157,"brush valley, pennsylvania, usa",20.0,usa,2
73196,"little rock, arkansas, usa",35.0,usa,3
73292,"picayune, mississippi, usa",33.0,usa,3
73330,"seattle, washington, usa",29.0,usa,2
73394,"san diego, california, usa",33.0,usa,3
73464,"augsburg, bayern, germany",28.0,germany,2
73554,"pamplona, navarra, spain",41.0,spain,4
73588,"astoria, new york, usa",38.0,usa,3
73681,"almada, set�bal, portugal",27.0,portugal,2
73691,"easthampton, massachusetts, usa",20.0,usa,2
73726,"carlet, valencia, spain",29.0,spain,2
73829,"soria, soria, spain",36.0,spain,3
73923,"montrose, california, usa",29.0,usa,2
73991,"lienz, tirol, austria",59.0,austria,5
74026,"san diego, california, usa",21.0,usa,2
74056,"san gabriel, california, usa",24.0,usa,2
74106,"dyersburg, tennessee, usa",64.0,usa,6
74172,"strasbourg, alsace, france",20.0,france,2
74185,"lacey, washington, usa",28.0,usa,2
74187,"new britain, connecticut, usa",26.0,usa,2
74215,"lyon, rh�ne-alpes, france",26.0,france,2
74286,"pampa, texas, usa",23.0,usa,2
74315,"bedford, texas, usa",51.0,usa,5
74328,"capitola, california, usa",40.0,usa,4
74453,"lansdale, pennsylvania, usa",61.0,usa,6
74493,"pineville, pennsylvania, usa",28.0,usa,2
74505,"paris, ile de france, france",26.0,france,2
74559,"roma, lazio, italy",26.0,italy,2
74588,"west salem, wisconsin, usa",21.0,usa,2
74630,"castlegar, british columbia, canada",20.0,canada,2
74655,"wien, wien, austria",32.0,austria,3
74689,"seattle, washington, usa",39.0,usa,3
74691,"birmingham, alabama, usa",49.0,usa,4
74709,"macomb, michigan, usa",21.0,usa,2
74758,"turners falls, massachusetts, usa",24.0,usa,2
74833,"hamburg, hamburg, germany",35.0,germany,3
74911,"ridgecrest, california, usa",25.0,usa,2
74929,"schrecksbach, hessen, germany",31.0,germany,3
75081,", illinois, usa",29.0,usa,2
75115,"darmstadt, hessen, germany",31.0,germany,3
75149,"geneva, illinois, usa",36.0,usa,3
75231,"barcelona, catalu�a, spain",56.0,spain,5
75349,"basel, basel-stadt, switzerland",49.0,switzerland,4
75355,"rhauderfehn, niedersachsen, germany",35.0,germany,3
75405,"eden prairie, minnesota, usa",49.0,usa,4
75485,"gainesville, florida, usa",27.0,usa,2
75486,"ringoes, new jersey, usa",35.0,usa,3
75491,"west point, virginia, usa",26.0,usa,2
75534,"abilene, texas, usa",53.0,usa,5
75551,"naugatuck, connecticut, usa",31.0,usa,3
75591,"charleston, west virginia, usa",33.0,usa,3
75595,"amsterdam, noord-holland, netherlands",35.0,netherlands,3
75599,"hamburg, hamburg, germany",25.0,germany,2
75777,"chengdu, sichuan, china",28.0,china,2
75833,"stuttgart, baden-w�rttemberg, germany",66.0,germany,6
75842,"chicago, il, illinois, usa",42.0,usa,4
75860,"buffalo, minnesota, usa",30.0,usa,3
76019,"norwich, england, united kingdom",28.0,united kingdom,2
76102,"buckfield, maine, usa",33.0,usa,3
76122,"montreal, quebec, canada",46.0,canada,4
76148,"valencia, valencia, spain",28.0,spain,2
76151,"sioux falls, south dakota, usa",49.0,usa,4
76158,"lyon, rh�ne-alpes, france",22.0,france,2
76173,"comox, british columbia, canada",71.0,canada,7
76223,"lisboa, lisboa, portugal",25.0,portugal,2
76249,"ortuella, vizcaya, spain",25.0,spain,2
76252,"murcia, murcia, spain",47.0,spain,4
76351,"clarksville, tennessee, usa",34.0,usa,3
76352,"olympia, washington, usa",58.0,usa,5
76417,"braga, braga, portugal",19.0,portugal,1
76482,"zanesville, ohio, usa",103.0,usa,10
76483,"orange park, florida, usa",37.0,usa,3
76530,"santa clarita, california, usa",55.0,usa,5
76532,"seattle, washington, usa",36.0,usa,3
76575,"barcelona, catalunya, spain",44.0,spain,4
76626,"london, england, united kingdom",38.0,united kingdom,3
76686,"valladolid, valladolid, spain",38.0,spain,3
76701,"tungeln, niedersachsen, germany",20.0,germany,2
76741,"toronto, ontario, canada",28.0,canada,2
76748,"collado villalba, madrid, spain",24.0,spain,2
76798,"paris, ile-de-france, france",17.0,france,1
76818,"little rock, arkansas, usa",49.0,usa,4
76942,"sacramento, california, usa",25.0,usa,2
76968,"hattingen, nordrhein-westfalen, germany",21.0,germany,2
77039,"barcelona, catalunya, spain",35.0,spain,3
77052,"vernon, vermont, usa",25.0,usa,2
77082,"durango, colorado, usa",21.0,usa,2
77181,"louisville, kentucky, usa",33.0,usa,3
77270,"menomonee falls, wisconsin, usa",18.0,usa,1
77314,"lleida, catalu�a, spain",30.0,spain,3
77320,"portland, oregon, usa",28.0,usa,2
77383,"ottawa, ontario, canada",25.0,canada,2
77424,"toronto, ontario, canada",29.0,canada,2
77480,"gig harbor, washington, usa",51.0,usa,5
77491,"washington, dc, usa",25.0,usa,2
77678,"remscheid, nordrhein-westfalen, germany",46.0,germany,4
77809,"atlantic highlands, new jersey, usa",29.0,usa,2
77860,"charleston, south carolina, usa",33.0,usa,3
77886,"magnolia, texas, usa",38.0,usa,3
77971,"east greenbush, new york, usa",60.0,usa,6
78067,"holzminden, niedersachsen, germany",15.0,germany,1
78484,"untergruppenbach, baden-wuerttemberg, germany",33.0,germany,3
78553,"el cajon, california, usa",40.0,usa,4
78619,"melbourne, victoria, australia",37.0,australia,3
78722,"lakeland, florida, usa",18.0,usa,1
78755,"remscheid, nordrhein-westfalen, germany",53.0,germany,5
78761,"heide, schleswig-holstein, germany",34.0,germany,3
78772,"stuttgart, baden-wuerttemberg, germany",36.0,germany,3
78773,"rainau, baden-wuerttemberg, germany",19.0,germany,1
78774,"k�ln, nordrhein-westfalen, germany",46.0,germany,4
78783,"chantilly, virginia, usa",49.0,usa,4
78834,"honolulu, hawaii, usa",28.0,usa,2
78841,"prior lake, minnesota, usa",42.0,usa,4
78846,"daphne, alabama, usa",58.0,usa,5
78941,"wien, wien, austria",39.0,austria,3
78973,"amadora, lisboa, portugal",29.0,portugal,2
79186,"fairbanks, alaska, usa",37.0,usa,3
79191,"san sebasti�n, guip�zcoa, spain",57.0,spain,5
79315,"g�tersloh, nordrhein-westfalen, germany",43.0,germany,4
79340,"heidelberg, baden-wuerttemberg, germany",35.0,germany,3
79441,"spruce grove, alberta, canada",43.0,canada,4
79459,"paris, ile de france, france",21.0,france,2
79475,"childersburg, alabama, usa",37.0,usa,3
79506,"south plainfield, new jersey, usa",55.0,usa,5
79556,"nottingham, england, united kingdom",27.0,united kingdom,2
79680,"berlin, berlin, germany",26.0,germany,2
79687,"altlussheim, baden-wuerttemberg, germany",24.0,germany,2
79740,"st. louis, missouri, usa",24.0,usa,2
79747,"woburn, massachusetts, usa",57.0,usa,5
79769,"schwarme, niedersachsen, germany",17.0,germany,1
79823,"l�neburg, niedersachsen, germany",35.0,germany,3
79842,"orange, california, usa",34.0,usa,3
79854,"liverpool, merseyside, united kingdom",29.0,united kingdom,2
79916,"st. charles, missouri, usa",18.0,usa,1
79933,"leonberg, baden-wuerttemberg, germany",38.0,germany,3
79942,"mackay, queensland, australia",26.0,australia,2
79945,"manhattan, kansas, usa",17.0,usa,1
79950,"lisboa, lisboa, portugal",27.0,portugal,2
79961,"hickory, north carolina, usa",23.0,usa,2
79977,"chesapeake, virginia, usa",35.0,usa,3
80061,"baden, aargau, switzerland",29.0,switzerland,2
80066,"redditch, england, united kingdom",44.0,united kingdom,4
80071,"salt lake city, utah, usa",28.0,usa,2
80078,"wegberg, nordrhein-westfalen, germany",39.0,germany,3
80105,"fort worth, texas, usa",39.0,usa,3
80202,"olympia, washington, usa",35.0,usa,3
80203,"olympia, wa, usa",34.0,usa,3
80266,"lich, hessen, germany",42.0,germany,4
80312,"loma hermosa, buenos aires, argentina",27.0,argentina,2
80453,"overland park, kansas, usa",24.0,usa,2
80477,"blacksburg, virginia, usa",39.0,usa,3
80538,"lisboa, lisboa, portugal",32.0,portugal,3
80555,"warminster, wiltshire, united kingdom",20.0,united kingdom,2
80603,"barcelona, barcelona, spain",31.0,spain,3
80642,"st louis, missouri, usa",43.0,usa,4
80683,"new castle, delaware, usa",27.0,usa,2
80704,"hephzibah, georgia, usa",18.0,usa,1
80754,"duisburg, nordrhein-westfalen, germany",26.0,germany,2
80771,"vancouver, washington, usa",23.0,usa,2
80803,"paris, ile de france, france",27.0,france,2
80810,"warrensburg, missouri, usa",33.0,usa,3
80826,"middleburg, virginia, usa",41.0,usa,4
80908,"lleida, catalunya, spain",30.0,spain,3
80929,"torrance, california, usa",21.0,usa,2
80945,"freiburg, baden-w�rttemberg, germany",46.0,germany,4
80996,"san diego, california, usa",35.0,usa,3
81015,"saskatoon, saskatchewan, canada",15.0,canada,1
81064,"colton, california, usa",44.0,usa,4
81088,"romsey, hampshire, united kingdom",18.0,united kingdom,1
81128,"d�sseldorf, nordrhein-westfalen, germany",44.0,germany,4
81136,"prescott, arizona, usa",41.0,usa,4
81207,"maia, porto, portugal",20.0,portugal,2
81247,"estoril, lisbon, portugal",50.0,portugal,5
81263,"shanghai, shanghai, china",17.0,china,1
81274,"london, england, united kingdom",28.0,united kingdom,2
81298,"savannah, georgia, usa",20.0,usa,2
81368,"mesa, arizona, usa",28.0,usa,2
81378,"dortmund, nordrhein-westfalen, germany",46.0,germany,4
81481,"h�ckeswagen, nordrhein-westfalen, germany",34.0,germany,3
81492,"san antonio, texas, usa",28.0,usa,2
81540,"austin, texas, usa",35.0,usa,3
81609,"carrollton, kentucky, usa",57.0,usa,5
81611,"jacksonville, north carolina, usa",45.0,usa,4
81682,"bluffton, south carolina, usa",36.0,usa,3
81689,"fuenlabrada, madrid, spain",19.0,spain,1
81759,"minneapolis, minnesota, usa",29.0,usa,2
81771,"sacramento, california, usa",37.0,usa,3
81795,"sunnyvale, california, usa",44.0,usa,4
81797,"vigo, pontevedra, spain",29.0,spain,2
81804,"madrid, madrid, spain",32.0,spain,3
81807,"bern, bern, switzerland",60.0,switzerland,6
81845,"preston, england, united kingdom",34.0,united kingdom,3
81848,"springfield, illinois, usa",35.0,usa,3
81855,"horsham, west sussex, united kingdom",42.0,united kingdom,4
81865,"edmonton, alberta, canada",27.0,canada,2
81921,"barcelona, catalunya, spain",27.0,spain,2
81977,"minneapolis, minnesota, usa",34.0,usa,3
82123,"nashville, tennessee, usa",30.0,usa,3
82164,"oshawa, ontario, canada",46.0,canada,4
82171,"namur, namur, belgium",26.0,belgium,2
82182,"oldenburg, niedersachsen, germany",28.0,germany,2
82227,"kangasala, pirkanmaa, finland",40.0,finland,4
82326,"bern, bern, switzerland",26.0,switzerland,2
82398,"park city, kansas, usa",69.0,usa,6
82497,"yulee, florida, usa",47.0,usa,4
82600,"elkhart, indiana, usa",58.0,usa,5
82659,"white bear township, minnesota, usa",51.0,usa,5
82673,"new port richey, florida, usa",23.0,usa,2
82752,"stuttgart, baden-wuerttemberg, germany",23.0,germany,2
82831,"nashville, tennessee, usa",21.0,usa,2
82893,"san antonio, texas, usa",40.0,usa,4
83178,"austin, texas, usa",52.0,usa,5
83239,"prince george, british columbia, canada",21.0,canada,2
83287,"tulsa, oklahoma, usa",45.0,usa,4
83314,"l�beck, schleswig-holstein, germany",33.0,germany,3
83428,"baltimore, maryland, usa",32.0,usa,3
83431,"trenton, ontario, canada",35.0,canada,3
83467,"northridge, california, usa",60.0,usa,6
83561,"edison, new jersey, usa",41.0,usa,4
83637,"raleigh, north carolina, usa",57.0,usa,5
83707,"north dartmouth, massachusetts, usa",31.0,usa,3
83743,"deal, england, united kingdom",30.0,united kingdom,3
83754,"las vegas, nevada, usa",65.0,usa,6
83880,"jena, thueringen, germany",39.0,germany,3
84024,"abilene, texas, usa",37.0,usa,3
84111,"charlotte, north carolina, usa",36.0,usa,3
84122,"ciudad real, castilla-la mancha, spain",56.0,spain,5
84126,"berlin, berlin, germany",40.0,germany,4
84201,"philadelphia, pennsylvania, usa",39.0,usa,3
84308,"arnhem, gelderland, netherlands",48.0,netherlands,4
84421,"m�nchengladbach, nordrhein-westfalen, germany",32.0,germany,3
84423,"valencia, valencia, spain",19.0,spain,1
84476,"sturgis, michigan, usa",16.0,usa,1
84479,"philadelphia, pennsylvania, usa",25.0,usa,2
84553,"munich, bayern, germany",39.0,germany,3
84627,"davidson, north carolina, usa",37.0,usa,3
84831,"stuttgart, baden-w�rttemberg, germany",7.0,germany,0
84867,"frankfurt am main, hessen, germany",34.0,germany,3
84869,"barcelona, catalunya, spain",26.0,spain,2
84900,"hong kong, hong kong, hong kong",37.0,hong kong,3
84902,"okmulgee, oklahoma, usa",36.0,usa,3
85042,"fresnedillas de la oliva, madrid, spain",29.0,spain,2
85097,"milton keynes, buckinghamshire, united kingdom",23.0,united kingdom,2
85250,"cologne, nordrhein-westfalen, germany",36.0,germany,3
85268,"lancaster, california, usa",36.0,usa,3
85294,"neumarkt /in der opf., bayern, germany",54.0,germany,5
85367,"gloversville, new york, usa",17.0,usa,1
85426,"chisholm, minnesota, usa",23.0,usa,2
85433,"t�bingen, baden-wuerttemberg, germany",33.0,germany,3
85526,"victoria, british columbia, canada",36.0,canada,3
85534,"cleveland, ohio, usa",49.0,usa,4
85616,"san diego, california, usa",25.0,usa,2
85656,"cottage grove, oregon, usa",41.0,usa,4
85698,"firenze, toscana, italy",25.0,italy,2
85701,"savannah, georgia, usa",37.0,usa,3
85757,"pawtucket, rhode island, usa",40.0,usa,4
85770,"mountain view, california, usa",34.0,usa,3
85851,"decatur, georgia, usa",41.0,usa,4
85872,"sydney, new south wales, australia",36.0,australia,3
85944,"dunedin, otago, new zealand",23.0,new zealand,2
85993,"portland, oregon, usa",40.0,usa,4
86033,"sydney, new south wales, australia",26.0,australia,2
86145,"alexandria, virginia, usa",45.0,usa,4
86183,"berlin, berlin, germany",27.0,germany,2
86202,"sydney, new south wales, australia",26.0,australia,2
86219,"ludwigshafen, rheinland-pfalz, germany",26.0,germany,2
86242,"new york, new york, usa",24.0,usa,2
86303,"denver, colorado, usa",31.0,usa,3
86337,"hamburg, hamburg, germany",30.0,germany,3
86392,"cornwall, prince edward island, canada",25.0,canada,2
86408,"vista, california, usa",39.0,usa,3
86481,"reading, pennsylvania, usa",29.0,usa,2
86538,"cumming, georgia, usa",58.0,usa,5
86548,"ploiesti, prahova, romania",24.0,romania,2
86555,"nisswa, minnesota, usa",44.0,usa,4
86641,"rison, arkansas, usa",39.0,usa,3
86680,"conway, arkansas, usa",38.0,usa,3
86683,"barcelona, barcelona, spain",19.0,spain,1
86792,"philadelphia, pennsylvania, usa",37.0,usa,3
86856,"paris, ile de france, france",28.0,france,2
86876,"k�ln, nordrhein-westfalen, germany",19.0,germany,1
86928,"apex, north carolina, usa",32.0,usa,3
86947,"san antonio, texas, usa",71.0,usa,7
86959,"oklahoma city, oklahoma, usa",29.0,usa,2
86965,"coldbrook, nova scotia, canada",35.0,canada,3
87036,"dresden, sachsen, germany",46.0,germany,4
87143,"whitehall, ohio, usa",53.0,usa,5
87155,"auburn hills, michigan, usa",23.0,usa,2
87302,"pleasant hill, california, usa",58.0,usa,5
87333,"birmingham, england, united kingdom",31.0,united kingdom,3
87540,"saint cloud, minnesota, usa",52.0,usa,5
87555,"lexington, kentucky, usa",31.0,usa,3
87612,"teres�polis, rio de janeiro, brazil",21.0,brazil,2
87690,"blythewood, south carolina, usa",36.0,usa,3
87707,"paris, ile de france, france",23.0,france,2
87712,"yarmouth, nova scotia, canada",19.0,canada,1
87729,"figueira da foz, coimbra, portugal",24.0,portugal,2
87746,"wallingford, connecticut, usa",52.0,usa,5
87747,"victoria, british columbia, canada",23.0,canada,2
87776,"c�diz, andaluc�a, spain",34.0,spain,3
87911,"new york, new york, usa",20.0,usa,2
87929,"portland, maine, usa",25.0,usa,2
87949,"gladewater, texas, usa",44.0,usa,4
87964,"toledo, ohio, usa",56.0,usa,5
87974,"fort worth, texas, usa",25.0,usa,2
88066,"astoria, new york, usa",21.0,usa,2
88072,"stade, niedersachsen, germany",35.0,germany,3
88099,"c�rdoba, c�rdoba, argentina",41.0,argentina,4
88109,"new york, new york, usa",58.0,usa,5
88122,"jacksonville, north carolina, usa",30.0,usa,3
88187,"edjewater park, new jersey, usa",36.0,usa,3
88229,"thermopolis, wyoming, usa",44.0,usa,4
88232,"marano di napoli, campania, italy",56.0,italy,5
88283,"hamburg, hamburg, germany",24.0,germany,2
88389,"severna park, maryland, usa",77.0,usa,7
88390,"lille, nord pas de calais, france",27.0,france,2
88395,"weimar, thueringen, germany",40.0,germany,4
88412,"toronto, ontario, canada",36.0,canada,3
88435,"quezon city, ncr, philippines",19.0,philippines,1
88620,"heemstede, noord-holland, netherlands",27.0,netherlands,2
88652,"lanham, maryland, usa",83.0,usa,8
88677,"laval, quebec, canada",44.0,canada,4
88693,"shanghai, shanghai, china",30.0,china,3
88729,"st. clair shores, michigan, usa",31.0,usa,3
88793,"arcata, california, usa",25.0,usa,2
88937,"cary, north carolina, usa",39.0,usa,3
88979,"griesheim, hessen, germany",44.0,germany,4
89179,"montevarchi, toscana, italy",31.0,italy,3
89192,"goor, alabama, netherlands",34.0,netherlands,3
89207,"gateshead, england, united kingdom",26.0,united kingdom,2
89266,"m�nchen, bayern, germany",38.0,germany,3
89278,"laufen, bayern, germany",44.0,germany,4
89307,"santa rosa, california, usa",61.0,usa,6
89339,"barcelona, barcelona, spain",37.0,spain,3
89507,"pt.pleasant, new jersey, usa",30.0,usa,3
89551,"colorado springs, colorado, usa",29.0,usa,2
89558,"arenys de munt, barcelona, spain",28.0,spain,2
89867,"montreal, quebec, canada",28.0,canada,2
89869,"louisville, kentucky, usa",40.0,usa,4
89891,"olesa de montserrat, barcelona, spain",34.0,spain,3
90049,"victoria, british columbia, canada",30.0,canada,3
90075,"athens, alabama, usa",57.0,usa,5
90088,"albuquerque, new mexico, usa",28.0,usa,2
90105,"colombes, ile de france, france",35.0,france,3
90137,"norfolk, virginia, usa",40.0,usa,4
90192,"albuquerque, new mexico, usa",30.0,usa,3
90198,"cornwall, new york, usa",34.0,usa,3
90232,"strasbourg, alsace, france",23.0,france,2
90277,"toulouse, midi-pyr�n�es, france",23.0,france,2
90286,"brisbane, queensland, australia",26.0,australia,2
90391,"queens, new york, usa",41.0,usa,4
90423,"gaithersburg, maryland, usa",50.0,usa,5
90471,"san diego, california, usa",31.0,usa,3
90481,"bremen, bremen, germany",48.0,germany,4
90635,"lisboa, lisbon, portugal",29.0,portugal,2
90694,"erfurt, th�ringen, germany",36.0,germany,3
90766,"rangoon, rangoon, burma",136.0,burma,13
90776,"dearborn heights, michigan, usa",18.0,usa,1
90830,"rottenburg, baden-wuerttemberg, germany",41.0,germany,4
90839,"munich, bayern, germany",36.0,germany,3
90862,"barcelona, catalunya, spain",30.0,spain,3
90915,"raleigh, north carolina, united states",49.0,united states,4
91023,"brunswick, ohio, usa",35.0,usa,3
91026,"maynooth, kildare, ireland",40.0,ireland,4
91058,"blanco, texas, usa",63.0,usa,6
91103,"casper, wyoming, usa",35.0,usa,3
91113,"chicago, illinois, usa",26.0,usa,2
91130,"mcleansville, north carolina, usa",39.0,usa,3
91184,"kuala lumpur, kuala lumpur, malaysia",31.0,malaysia,3
91203,"glasgow, scotland, united kingdom",30.0,united kingdom,3
91342,"doha, doha, qatar",29.0,qatar,2
91423,"escalon, california, usa",45.0,usa,4
91449,"farncombe, surrey, united kingdom",34.0,united kingdom,3
91478,"mountain view, california, usa",0.0,usa,0
91576,"peel, isle of man, united kingdom",31.0,united kingdom,3
91614,"korntal-muenchingen, baden-wuerttemberg, germany",21.0,germany,2
91633,"french camp, california, usa",21.0,usa,2
91931,"new westminster, british columbia, canada",40.0,canada,4
92152,"tampa, florida, usa",57.0,usa,5
92282,"m�hnesee, nordrhein-westfalen, germany",52.0,germany,5
92346,"louisville, kentucky, usa",33.0,usa,3
92405,"dortmund, nordrhein-westfalen, germany",26.0,germany,2
92460,"r�sselsheim, hessen, germany",28.0,germany,2
92547,"baker city, oregon, usa",29.0,usa,2
92571,"benidorm, alicante, spain",20.0,spain,2
92652,"saint john, new brunswick, canada",32.0,canada,3
92659,"burnley, victoria, australia",26.0,australia,2
92693,"cressona, pennsylvania, usa",18.0,usa,1
92810,"manistee, michigan, usa",60.0,usa,6
92901,"west hollywood, california, usa",40.0,usa,4
92909,"stuttgart, baden-wuerttemberg, germany",29.0,germany,2
93018,"gij�n, asturias, spain",22.0,spain,2
93034,"london, england, united kingdom",45.0,united kingdom,4
93046,"fallon, nevada, usa",47.0,usa,4
93047,"nashua, new hampshire, usa",52.0,usa,5
93085,"cedar rapids, iowa, usa",34.0,usa,3
93092,"sherwood park, alberta, canada",22.0,canada,2
93114,"san diego, california, usa",43.0,usa,4
93147,"leeds, england, united kingdom",31.0,united kingdom,3
93358,"glenside, rheinland-pfalz, usa",52.0,usa,5
93363,"farmington hills, michigan, usa",30.0,usa,3
93364,"calhoun, kentucky, usa",27.0,usa,2
93370,"cincinnati, ohio, usa",49.0,usa,4
93426,"plano, texas, usa",35.0,usa,3
93537,"nussloch, baden-wuerttemberg, germany",34.0,germany,3
93629,"baton rouge, louisiana, usa",54.0,usa,5
93732,"san diego, california, usa",56.0,usa,5
93872,"new york, new york, usa",21.0,usa,2
94023,"dartford, kent, united kingdom",56.0,united kingdom,5
94241,"m�laga, m�laga, spain",30.0,spain,3
94242,"madrid, madrid, spain",28.0,spain,2
94347,"oakland, new jersey, usa",44.0,usa,4
94438,"sunnyvale, california, usa",31.0,usa,3
94494,"tacoma, washington, usa",24.0,usa,2
94547,"clifton hill, victoria, australia",23.0,australia,2
94730,"edinburgh, lothian, united kingdom",27.0,united kingdom,2
94744,"sturminster newton, dorset, united kingdom",45.0,united kingdom,4
94787,"cleveland, ohio, usa",24.0,usa,2
94815,"basel, basel, switzerland",30.0,switzerland,3
94840,"washington court house, ohio, usa",38.0,usa,3
94853,"christchurch, canterbury, new zealand",27.0,new zealand,2
94861,"aachen, nordrhein-westfalen, germany",29.0,germany,2
94865,"bremen, bremen, germany",21.0,germany,2
94923,"brick, new jersey, usa",40.0,usa,4
94951,"san jose, california, usa",37.0,usa,3
94952,"surrey, british columbia, canada",58.0,canada,5
94985,"sant cugat del vall�s, catalunya, spain",39.0,spain,3
95025,"boise, idaho, usa",21.0,usa,2
95072,"tallahassee, florida, usa",39.0,usa,3
95095,"madrid, madrid, spain",52.0,spain,5
95098,"bochum, nordrhein-westfalen, germany",33.0,germany,3
95193,"bellingham, washington, usa",69.0,usa,6
95226,"pickering, ontario, canada",30.0,canada,3
95301,"wangaratta, victoria, australia",19.0,australia,1
95353,"rock creek, british columbia, canada",59.0,canada,5
95359,"charleston, west virginia, usa",33.0,usa,3
95448,"valdosta, georgia, usa",34.0,usa,3
95452,"st louis, missouri, usa",76.0,usa,7
95509,"canoga park, california, usa",38.0,usa,3
95525,"glasgow, scotland, united kingdom",46.0,united kingdom,4
95574,"philadelphia, pennsylvania, usa",37.0,usa,3
95741,"guelph, ontario, canada",29.0,canada,2
95753,"oldenburg, niedersachsen, germany",41.0,germany,4
95866,", pas de calais, france",24.0,france,2
95888,"dijon, bourgogne, france",26.0,france,2
95902,"barcelona, catalunya, spain",57.0,spain,5
95903,"mason, ohio, usa",27.0,usa,2
95915,"scullin, australian capital territory, australia",13.0,australia,1
95923,"bloomfield, new jersey, usa",17.0,usa,1
95932,"manchester, new hampshire, usa",36.0,usa,3
95991,"santa ana, california, usa",28.0,usa,2
95995,"mannheim, baden w�rttemberg, germany",35.0,germany,3
96019,"london, england, united kingdom",25.0,united kingdom,2
96054,"ottawa, ontario, canada",29.0,canada,2
96169,"meersburg, baden-wuerttemberg, germany",21.0,germany,2
96320,"houston, texas, usa",51.0,usa,5
96335,"manassas, virginia, usa",20.0,usa,2
96357,"aiken, south carolina, usa",31.0,usa,3
96440,"rochester, new york, usa",29.0,usa,2
96473,"t�bingen, baden-w�rttemberg, germany",4.0,germany,0
96475,"vila nova de gaia, porto, portugal",26.0,portugal,2
96496,"sault ste. marie, ontario, canada",0.0,canada,0
96521,"victoria, british columbia, canada",23.0,canada,2
96554,"barcelona, catalunya, spain",36.0,spain,3
96679,"seville grove, western australia, australia",27.0,australia,2
