User-ID,Location,Age,Country
60011,"cary, north carolina, usa",36.0,usa
60041,"okemos, michigan, usa",29.0,usa
60050,"brooklyn, new york, usa",40.0,usa
60098,"elizabeth city, north carolina, usa",35.0,usa
60130,"lowell, arkansas, usa",41.0,usa
60178,"west bloomfield, michigan, usa",47.0,usa
60244,"alvin, texas, usa",47.0,usa
60263,"middletown, delaware, usa",52.0,usa
60337,"st. marys, georgia, usa",50.0,usa
60392,"bardonia, new york, usa",43.0,usa
60419,"lovelock, nevada, usa",36.0,usa
60569,"chardon, ohio, usa",41.0,usa
60707,"manchester, new hampshire, usa",38.0,usa
60797,"aberdare, wales, united kingdom",24.0,united kingdom
60809,"erstein, alsace, france",33.0,france
60823,"ann arbor, michigan, usa",49.0,usa
60836,"bremen, bremen, germany",36.0,germany
60858,"sacramento, california, usa",25.0,usa
60877,"karlsruhe, baden-wuerttemberg, germany",29.0,germany
61028,"charleston, south carolina, usa",50.0,usa
61147,"ebensee, oberoesterreich, austria",44.0,austria
61211,"walnut creek, california, usa",65.0,usa
61296,"augusta, georgia, usa",24.0,usa
61297,"m�nchen, bayern, germany",23.0,germany
61354,"dixon, california, usa",47.0,usa
61579,"hamburg, hamburg, germany",26.0,germany
61634,"frankenthal, rheinland-pfalz, germany",45.0,germany
61639,"n�rnberg, bayern, germany",34.0,germany
61667,"alfreton, england, united kingdom",44.0,united kingdom
61710,"hannover, niedersachsen, germany",46.0,germany
61762,"paderborn, nordrhein-westfalen, germany",35.0,germany
61764,"hildesheim, niedersachsen, germany",28.0,germany
61783,"valencia, valencia, spain",50.0,spain
61852,"tucson, arizona, usa",52.0,usa
61888,"phoenix, arizona, usa",46.0,usa
61901,"tucson, arizona, usa",63.0,usa
61910,"las cruces, new mexico, usa",44.0,usa
62109,"castricum, noord-holland, netherlands",48.0,netherlands
62151,"norwood, ontario, canada",45.0,canada
62172,"toronto, ontario, canada",19.0,canada
62239,"yarmouth, nova scotia, canada",9.0,canada
62272,"lake mary, florida, usa",30.0,usa
62464,"el cajon, california, usa",26.0,usa
62475,"arlington heights, illinois, usa",54.0,usa
62542,"cudahy, wisconsin, usa",40.0,usa
62662,"auburn, washington, usa",39.0,usa
62670,"lisboa, lisboa, portugal",26.0,portugal
62688,"wahiawa, hawaii, usa",31.0,usa
62755,"dublin, texas, usa",50.0,usa
62862,"new milford, connecticut, usa",47.0,usa
62881,"milwaukee, wisconsin, usa",39.0,usa
62891,"hi nella, new jersey, usa",27.0,usa
62895,"chesterfield, derbyshire, united kingdom",39.0,united kingdom
62958,"redwood city, california, usa",23.0,usa
62966,"fairfax, virginia, usa",23.0,usa
63083,"nantes, loire atlantique, france",21.0,france
63182,"k�nigswinter, nordrhein-westfalen, germany",57.0,germany
63246,"st. gallen, st. gallen, switzerland",39.0,switzerland
63278,"berlin, berlin, germany",32.0,germany
63389,"saratoga, california, usa",25.0,usa
63394,"eufaula, alabama, usa",22.0,usa
63574,"london, london, united kingdom",41.0,united kingdom
63625,"torrance, california, usa",15.0,usa
63650,"moenchengladbach, nordrhein-westfalen, germany",42.0,germany
63665,"geneva, ge, switzerland",24.0,switzerland
63714,"milton keynes, england, united kingdom",29.0,united kingdom
63812,"pontevedra, pontevedra, spain",23.0,spain
63854,"waterloo, ontario, canada",45.0,canada
63948,"potsdam, brandenburg, germany",30.0,germany
63956,"emporia, kansas, usa",28.0,usa
63993,"peru, illinois, usa",43.0,usa
63997,"rapid city, south dakota, usa",36.0,usa
64015,"edmonton, alberta, canada",28.0,canada
64126,"casselberry, florida, usa",31.0,usa
64137,"columbia, south carolina, usa",41.0,usa
64241,"colorado springs, colorado, usa",43.0,usa
64316,"ermington, s. devon, england, united kingdom",21.0,united kingdom
64333,"paris, ile de france, france",27.0,france
64373,"chasseneuil-du-poitou, vienne, france",21.0,france
64436,"san ramon, california, usa",36.0,usa
64440,"atlanta, georgia, usa",34.0,usa
64528,"pau, pyrenees atlantiques, france",27.0,france
64625,"chicago, illinois, usa",43.0,usa
64726,"eaubonne, ile de france, france",27.0,france
64769,"columbia, missouri, usa",36.0,usa
64805,"gaithersburg, maryland, usa",45.0,usa
64943,"murfreesboro, tennessee, usa",33.0,usa
64946,"normal, illinois, usa",34.0,usa
65007,"redmond, or, oregon, usa",50.0,usa
65027,"senecaville, ohio, usa",32.0,usa
65032,"norwood, massachusetts, usa",17.0,usa
65117,"hamburg, hamburg, germany",23.0,germany
65208,"san diego, california, usa",30.0,usa
65238,"savannah, georgia, usa",31.0,usa
65244,"st. catharines, ontario, canada",31.0,canada
65258,"saginaw, michigan, usa",42.0,usa
65345,"lenzburg/basel, ag/bs, switzerland",26.0,switzerland
65444,"jacksonville, florida, usa",56.0,usa
65526,"donauw�rth, bayern, germany",45.0,germany
65579,"k�ln, nordrhein-westfalen, germany",25.0,germany
65584,"tulsa, oklahoma, usa",26.0,usa
65645,"barcelona, catalu�a, spain",43.0,spain
65663,"syracuse, new york, usa",32.0,usa
65665,"coffs harbour, new south wales, australia",40.0,australia
65710,"luzern, luzern, switzerland",34.0,switzerland
65791,"salem, virginia, usa",29.0,usa
65837,"alexandria, virginia, usa",46.0,usa
66055,"fairbanks, alaska, usa",32.0,usa
66255,"geneva, geneva, switzerland",25.0,switzerland
66323,"factoryville, pennsylvania, usa",34.0,usa
66423,"braunschweig, niedersachsen, germany",32.0,germany
66443,"pierrefonds, quebec, canada",29.0,canada
66467,"iserlohn, nordrhein-westfalen, germany",22.0,germany
66483,"berlin, berlin, germany",16.0,germany
66574,"astoria, new york, usa",27.0,usa
66599,"los llanos de aridane, islas canarias, spain",36.0,spain
66680,"orange park, florida, usa",67.0,usa
66765,"barrie, ontario, canada",39.0,canada
66797,"athens, ohio, usa",28.0,usa
66842,"portersville, pennsylvania, usa",31.0,usa
66878,"fort myers, florida, usa",42.0,usa
66942,"kuching, sarawak, malaysia",31.0,malaysia
67034,"vero beach, florida, usa",57.0,usa
67079,"london, england, united kingdom",35.0,united kingdom
67082,"toulouse, haute garonne, france",29.0,france
67111,"m�nchengladbach, nordrhein-westfalen, germany",36.0,germany
67397,"bloomfield, new jersey, usa",50.0,usa
67403,"danbury, connecticut, usa",31.0,usa
67415,"minneapolis, minnesota, usa",29.0,usa
67497,"65439, hessen, germany",35.0,germany
67515,"oakland, california, usa",45.0,usa
67547,"sierra madre, california, usa",42.0,usa
67694,"saint james city, florida, usa",44.0,usa
67749,"oklahoma city, oklahoma, usa",13.0,usa
67829,"richmond, virginia, usa",26.0,usa
67838,"saskatoon, saskatchewan, canada",49.0,canada
67840,"houston, texas, usa",50.0,usa
67958,"idaho falls, idaho, usa",39.0,usa
67992,"farncombe, england, united kingdom",38.0,united kingdom
67997,"lincoln city, oregon, usa",53.0,usa
68000,"toronto, ontario, canada",10.0,canada
68156,"brooklyn, new york, usa",34.0,usa
68185,"virginia beach, virginia, usa",22.0,usa
68249,"la crosse, wisconsin, usa",50.0,usa
68256,"chickasha, oklahoma, usa",28.0,usa
68383,"studio city, california, usa",35.0,usa
68436,"downieville, california, usa",49.0,usa
68568,"lewes, delaware, usa",46.0,usa
68846,"richfield, minnesota, usa",29.0,usa
68984,"aurora, illinois, usa",26.0,usa
69023,"oxford, connecticut, usa",25.0,usa
69042,"drayton valley, alberta, canada",55.0,canada
69076,"madrid, madrid, spain",31.0,spain
69078,"new york, new york, usa",42.0,usa
69089,"fairlight, new south wales, australia",28.0,australia
69156,"cross plains, wisconsin, usa",31.0,usa
69202,"here and there, here and there, here and there",37.0,here and there
69232,"mooresville, north carolina, usa",55.0,usa
69332,"wendlingen, baden-wuerttemberg, germany",32.0,germany
69378,"mililani, hawaii, usa",46.0,usa
69389,"nebraska city, nebraska, usa",29.0,usa
69405,"ede, gelderland, netherlands",36.0,netherlands
69627,"seattle, washington, usa",29.0,usa
69684,"philadelphia, pennsylvania, usa",33.0,usa
69697,"west sacramento, california, usa",24.0,usa
69721,"minneapolis, minnesota, usa",32.0,usa
69727,"8572 berg, thurgau, switzerland",25.0,switzerland
69749,"victoria, british columbia, canada",20.0,canada
69775,"augusta, maine, usa",41.0,usa
69808,"asni�res, ile de france, france",34.0,france
69810,"weesp, noord holland, netherlands",36.0,netherlands
69893,"nuthetal, brandenburg, germany",18.0,germany
69955,"lille, nord, france",50.0,france
69971,"pinehurst, north carolina, usa",43.0,usa
70040,"dortmund, nordrhein-westfalen, germany",33.0,germany
70052,"st. john`s, ontario, canada",30.0,canada
70065,"winnipeg, manitoba, canada",19.0,canada
70183,"carbonear, newfoundland, canada",25.0,canada
70193,"mennecy, paris - essonne, france",33.0,france
70214,"utrecht, utrecht, netherlands",32.0,netherlands
70222,"ottawa, ontario, canada",56.0,canada
70238,"m�nchen, bavaria, germany",26.0,germany
70401,"omaha, nebraska, usa",23.0,usa
70402,"ithaca, new york, usa",36.0,usa
70415,"crescent city, florida, usa",57.0,usa
70538,"asheville, north carolina, usa",35.0,usa
70541,"hamburg, hamburg, germany",26.0,germany
70585,"storvreta, uppland, sweden",46.0,sweden
70594,"prince george, british columbia, canada",53.0,canada
70645,"la floresta, vall�s occidental, spain",41.0,spain
70649,"casper, wyoming, usa",31.0,usa
70666,"warwick, rhode island, usa",18.0,usa
70791,"washington, dc, usa",37.0,usa
70796,"barcelona, catalu�a, spain",26.0,spain
70931,"new haven, connecticut, usa",36.0,usa
70947,"atlanta, georgia, usa",58.0,usa
70999,"hauppauge, long island, new york, usa",57.0,usa
71102,"glasgow, scotland, united kingdom",23.0,united kingdom
71162,"halifax, nova scotia, canada",40.0,canada
71183,"dublin, leinster, ireland",32.0,ireland
71234,"cumberland, maryland, usa",30.0,usa
71261,"phoenix, arizona, usa",29.0,usa
71285,"ourense, ourense, spain",28.0,spain
71470,"ottawa, ontario, canada",62.0,canada
71490,"west los angeles, california, usa",23.0,usa
71521,"ottawa, ontario, canada",35.0,canada
71568,"port coquitlam, british columbia, canada",28.0,canada
71582,"bonn, nordrhein-westfalen, germany",37.0,germany
71672,"barsinghausen, niedersachsen, germany",60.0,germany
71712,"valley center, kansas, usa",26.0,usa
71728,"valencia, valencia, spain",49.0,spain
71739,"mainz, rheinland-pfalz, germany",34.0,germany
71800,"sunnyvale, california, usa",136.0,usa
71831,"houston, texas, usa",21.0,usa
71853,"somerville, massachusetts, usa",23.0,usa
71912,"hospitalet ll. barcelona, barcelona, spain",38.0,spain
71918,"frankfurt am main, hessen, germany",36.0,germany
71967,"wuppertal, nordrhein-westfalen, germany",24.0,germany
71981,"barcelona, barcelona, spain",30.0,spain
71993,"edinburgh, scotland, united kingdom",43.0,united kingdom
72124,"oviedo, asturias, spain",22.0,spain
72169,"getafe, madrid, spain",25.0,spain
72211,"nantes, pays de la loire, france",18.0,france
72214,"ottawa, ontario, canada",40.0,canada
72222,"frankfurt am main, hessen, germany",22.0,germany
72296,"albuquerque, new mexico, usa",33.0,usa
72352,"samieira, pontevedra, spain",49.0,spain
72368,"milford, iowa, usa",15.0,usa
72451,"nottingham, england, united kingdom",51.0,united kingdom
72531,"clovis, california, usa",48.0,usa
72601,"niedernhausen, hessen, germany",24.0,germany
72770,"brisbane, queensland, australia",32.0,australia
72771,"freiburg, baden-wuerttemberg, germany",44.0,germany
72785,"gordonsville, virginia, usa",39.0,usa
72863,"amersfoort, utrecht, netherlands",33.0,netherlands
72990,"watertown, new york, usa",31.0,usa
72992,"vanves, ile-de-france, france",44.0,france
72999,"d�sseldorf, nordrhein-westfalen, germany",42.0,germany
73053,"rising sun, maryland, usa",36.0,usa
73124,"escondido, california, usa",30.0,usa
73127,"south hadley, massachusetts, usa",21.0,usa
73157,"brush valley, pennsylvania, usa",20.0,usa
73196,"little rock, arkansas, usa",35.0,usa
73292,"picayune, mississippi, usa",33.0,usa
73330,"seattle, washington, usa",29.0,usa
73394,"san diego, california, usa",33.0,usa
73464,"augsburg, bayern, germany",28.0,germany
73554,"pamplona, navarra, spain",41.0,spain
73588,"astoria, new york, usa",38.0,usa
73681,"almada, set�bal, portugal",27.0,portugal
73691,"easthampton, massachusetts, usa",20.0,usa
73726,"carlet, valencia, spain",29.0,spain
73829,"soria, soria, spain",36.0,spain
73923,"montrose, california, usa",29.0,usa
73991,"lienz, tirol, austria",59.0,austria
74026,"san diego, california, usa",21.0,usa
74056,"san gabriel, california, usa",24.0,usa
74106,"dyersburg, tennessee, usa",64.0,usa
74172,"strasbourg, alsace, france",20.0,france
74185,"lacey, washington, usa",28.0,usa
74187,"new britain, connecticut, usa",26.0,usa
74215,"lyon, rh�ne-alpes, france",26.0,france
74286,"pampa, texas, usa",23.0,usa
74315,"bedford, texas, usa",51.0,usa
74328,"capitola, california, usa",40.0,usa
74453,"lansdale, pennsylvania, usa",61.0,usa
74493,"pineville, pennsylvania, usa",28.0,usa
74505,"paris, ile de france, france",26.0,france
74559,"roma, lazio, italy",26.0,italy
74588,"west salem, wisconsin, usa",21.0,usa
74630,"castlegar, british columbia, canada",20.0,canada
74655,"wien, wien, austria",32.0,austria
74689,"seattle, washington, usa",39.0,usa
74691,"birmingham, alabama, usa",49.0,usa
74709,"macomb, michigan, usa",21.0,usa
74758,"turners falls, massachusetts, usa",24.0,usa
74833,"hamburg, hamburg, germany",35.0,germany
74911,"ridgecrest, california, usa",25.0,usa
74929,"schrecksbach, hessen, germany",31.0,germany
75081,", illinois, usa",29.0,usa
75115,"darmstadt, hessen, germany",31.0,germany
75149,"geneva, illinois, usa",36.0,usa
75231,"barcelona, catalu�a, spain",56.0,spain
75349,"basel, basel-stadt, switzerland",49.0,switzerland
75355,"rhauderfehn, niedersachsen, germany",35.0,germany
75405,"eden prairie, minnesota, usa",49.0,usa
75485,"gainesville, florida, usa",27.0,usa
75486,"ringoes, new jersey, usa",35.0,usa
75491,"west point, virginia, usa",26.0,usa
75534,"abilene, texas, usa",53.0,usa
75551,"naugatuck, connecticut, usa",31.0,usa
75591,"charleston, west virginia, usa",33.0,usa
75595,"amsterdam, noord-holland, netherlands",35.0,netherlands
75599,"hamburg, hamburg, germany",25.0,germany
75777,"chengdu, sichuan, china",28.0,china
75833,"stuttgart, baden-w�rttemberg, germany",66.0,germany
75842,"chicago, il, illinois, usa",42.0,usa
75860,"buffalo, minnesota, usa",30.0,usa
76019,"norwich, england, united kingdom",28.0,united kingdom
76102,"buckfield, maine, usa",33.0,usa
76122,"montreal, quebec, canada",46.0,canada
76148,"valencia, valencia, spain",28.0,spain
76151,"sioux falls, south dakota, usa",49.0,usa
76158,"lyon, rh�ne-alpes, france",22.0,france
76173,"comox, british columbia, canada",71.0,canada
76223,"lisboa, lisboa, portugal",25.0,portugal
76249,"ortuella, vizcaya, spain",25.0,spain
76252,"murcia, murcia, spain",47.0,spain
76351,"clarksville, tennessee, usa",34.0,usa
76352,"olympia, washington, usa",58.0,usa
76417,"braga, braga, portugal",19.0,portugal
76482,"zanesville, ohio, usa",103.0,usa
76483,"orange park, florida, usa",37.0,usa
76530,"santa clarita, california, usa",55.0,usa
76532,"seattle, washington, usa",36.0,usa
76575,"barcelona, catalunya, spain",44.0,spain
76626,"london, england, united kingdom",38.0,united kingdom
76686,"valladolid, valladolid, spain",38.0,spain
76701,"tungeln, niedersachsen, germany",20.0,germany
76741,"toronto, ontario, canada",28.0,canada
76748,"collado villalba, madrid, spain",24.0,spain
76798,"paris, ile-de-france, france",17.0,france
76818,"little rock, arkansas, usa",49.0,usa
76942,"sacramento, california, usa",25.0,usa
76968,"hattingen, nordrhein-westfalen, germany",21.0,germany
77039,"barcelona, catalunya, spain",35.0,spain
77052,"vernon, vermont, usa",25.0,usa
77082,"durango, colorado, usa",21.0,usa
77181,"louisville, kentucky, usa",33.0,usa
77270,"menomonee falls, wisconsin, usa",18.0,usa
77314,"lleida, catalu�a, spain",30.0,spain
77320,"portland, oregon, usa",28.0,usa
77383,"ottawa, ontario, canada",25.0,canada
77424,"toronto, ontario, canada",29.0,canada
77480,"gig harbor, washington, usa",51.0,usa
77491,"washington, dc, usa",25.0,usa
77678,"remscheid, nordrhein-westfalen, germany",46.0,germany
77809,"atlantic highlands, new jersey, usa",29.0,usa
77860,"charleston, south carolina, usa",33.0,usa
77886,"magnolia, texas, usa",38.0,usa
77971,"east greenbush, new york, usa",60.0,usa
78067,"holzminden, niedersachsen, germany",15.0,germany
78484,"untergruppenbach, baden-wuerttemberg, germany",33.0,germany
78553,"el cajon, california, usa",40.0,usa
78619,"melbourne, victoria, australia",37.0,australia
78722,"lakeland, florida, usa",18.0,usa
78755,"remscheid, nordrhein-westfalen, germany",53.0,germany
78761,"heide, schleswig-holstein, germany",34.0,germany
78772,"stuttgart, baden-wuerttemberg, germany",36.0,germany
78773,"rainau, baden-wuerttemberg, germany",19.0,germany
78774,"k�ln, nordrhein-westfalen, germany",46.0,germany
78783,"chantilly, virginia, usa",49.0,usa
78834,"honolulu, hawaii, usa",28.0,usa
78841,"prior lake, minnesota, usa",42.0,usa
78846,"daphne, alabama, usa",58.0,usa
78941,"wien, wien, austria",39.0,austria
78973,"amadora, lisboa, portugal",29.0,portugal
79186,"fairbanks, alaska, usa",37.0,usa
79191,"san sebasti�n, guip�zcoa, spain",57.0,spain
79315,"g�tersloh, nordrhein-westfalen, germany",43.0,germany
79340,"heidelberg, baden-wuerttemberg, germany",35.0,germany
79441,"spruce grove, alberta, canada",43.0,canada
79459,"paris, ile de france, france",21.0,france
79475,"childersburg, alabama, usa",37.0,usa
79506,"south plainfield, new jersey, usa",55.0,usa
79556,"nottingham, england, united kingdom",27.0,united kingdom
79680,"berlin, berlin, germany",26.0,germany
79687,"altlussheim, baden-wuerttemberg, germany",24.0,germany
79740,"st. louis, missouri, usa",24.0,usa
79747,"woburn, massachusetts, usa",57.0,usa
79769,"schwarme, niedersachsen, germany",17.0,germany
79823,"l�neburg, niedersachsen, germany",35.0,germany
79842,"orange, california, usa",34.0,usa
79854,"liverpool, merseyside, united kingdom",29.0,united kingdom
79916,"st. charles, missouri, usa",18.0,usa
79933,"leonberg, baden-wuerttemberg, germany",38.0,germany
79942,"mackay, queensland, australia",26.0,australia
79945,"manhattan, kansas, usa",17.0,usa
79950,"lisboa, lisboa, portugal",27.0,portugal
79961,"hickory, north carolina, usa",23.0,usa
79977,"chesapeake, virginia, usa",35.0,usa
80061,"baden, aargau, switzerland",29.0,switzerland
80066,"redditch, england, united kingdom",44.0,united kingdom
80071,"salt lake city, utah, usa",28.0,usa
80078,"wegberg, nordrhein-westfalen, germany",39.0,germany
80105,"fort worth, texas, usa",39.0,usa
80202,"olympia, washington, usa",35.0,usa
80203,"olympia, wa, usa",34.0,usa
80266,"lich, hessen, germany",42.0,germany
80312,"loma hermosa, buenos aires, argentina",27.0,argentina
80453,"overland park, kansas, usa",24.0,usa
80477,"blacksburg, virginia, usa",39.0,usa
80538,"lisboa, lisboa, portugal",32.0,portugal
80555,"warminster, wiltshire, united kingdom",20.0,united kingdom
80603,"barcelona, barcelona, spain",31.0,spain
80642,"st louis, missouri, usa",43.0,usa
80683,"new castle, delaware, usa",27.0,usa
80704,"hephzibah, georgia, usa",18.0,usa
80754,"duisburg, nordrhein-westfalen, germany",26.0,germany
80771,"vancouver, washington, usa",23.0,usa
80803,"paris, ile de france, france",27.0,france
80810,"warrensburg, missouri, usa",33.0,usa
80826,"middleburg, virginia, usa",41.0,usa
80908,"lleida, catalunya, spain",30.0,spain
80929,"torrance, california, usa",21.0,usa
80945,"freiburg, baden-w�rttemberg, germany",46.0,germany
80996,"san diego, california, usa",35.0,usa
81015,"saskatoon, saskatchewan, canada",15.0,canada
81064,"colton, california, usa",44.0,usa
81088,"romsey, hampshire, united kingdom",18.0,united kingdom
81128,"d�sseldorf, nordrhein-westfalen, germany",44.0,germany
81136,"prescott, arizona, usa",41.0,usa
81207,"maia, porto, portugal",20.0,portugal
81247,"estoril, lisbon, portugal",50.0,portugal
81263,"shanghai, shanghai, china",17.0,china
81274,"london, england, united kingdom",28.0,united kingdom
81298,"savannah, georgia, usa",20.0,usa
81368,"mesa, arizona, usa",28.0,usa
81378,"dortmund, nordrhein-westfalen, germany",46.0,germany
81481,"h�ckeswagen, nordrhein-westfalen, germany",34.0,germany
81492,"san antonio, texas, usa",28.0,usa
81540,"austin, texas, usa",35.0,usa
81609,"carrollton, kentucky, usa",57.0,usa
81611,"jacksonville, north carolina, usa",45.0,usa
81682,"bluffton, south carolina, usa",36.0,usa
81689,"fuenlabrada, madrid, spain",19.0,spain
81759,"minneapolis, minnesota, usa",29.0,usa
81771,"sacramento, california, usa",37.0,usa
81795,"sunnyvale, california, usa",44.0,usa
81797,"vigo, pontevedra, spain",29.0,spain
81804,"madrid, madrid, spain",32.0,spain
81807,"bern, bern, switzerland",60.0,switzerland
81845,"preston, england, united kingdom",34.0,united kingdom
81848,"springfield, illinois, usa",35.0,usa
81855,"horsham, west sussex, united kingdom",42.0,united kingdom
81865,"edmonton, alberta, canada",27.0,canada
81921,"barcelona, catalunya, spain",27.0,spain
81977,"minneapolis, minnesota, usa",34.0,usa
82123,"nashville, tennessee, usa",30.0,usa
82164,"oshawa, ontario, canada",46.0,canada
82171,"namur, namur, belgium",26.0,belgium
82182,"oldenburg, niedersachsen, germany",28.0,germany
82227,"kangasala, pirkanmaa, finland",40.0,finland
82326,"bern, bern, switzerland",26.0,switzerland
82398,"park city, kansas, usa",69.0,usa
82497,"yulee, florida, usa",47.0,usa
82600,"elkhart, indiana, usa",58.0,usa
82659,"white bear township, minnesota, usa",51.0,usa
82673,"new port richey, florida, usa",23.0,usa
82752,"stuttgart, baden-wuerttemberg, germany",23.0,germany
82831,"nashville, tennessee, usa",21.0,usa
82893,"san antonio, texas, usa",40.0,usa
83178,"austin, texas, usa",52.0,usa
83239,"prince george, british columbia, canada",21.0,canada
83287,"tulsa, oklahoma, usa",45.0,usa
83314,"l�beck, schleswig-holstein, germany",33.0,germany
83428,"baltimore, maryland, usa",32.0,usa
83431,"trenton, ontario, canada",35.0,canada
83467,"northridge, california, usa",60.0,usa
83561,"edison, new jersey, usa",41.0,usa
83637,"raleigh, north carolina, usa",57.0,usa
83707,"north dartmouth, massachusetts, usa",31.0,usa
83743,"deal, england, united kingdom",30.0,united kingdom
83754,"las vegas, nevada, usa",65.0,usa
83880,"jena, thueringen, germany",39.0,germany
84024,"abilene, texas, usa",37.0,usa
84111,"charlotte, north carolina, usa",36.0,usa
84122,"ciudad real, castilla-la mancha, spain",56.0,spain
84126,"berlin, berlin, germany",40.0,germany
84201,"philadelphia, pennsylvania, usa",39.0,usa
84308,"arnhem, gelderland, netherlands",48.0,netherlands
84421,"m�nchengladbach, nordrhein-westfalen, germany",32.0,germany
84423,"valencia, valencia, spain",19.0,spain
84476,"sturgis, michigan, usa",16.0,usa
84479,"philadelphia, pennsylvania, usa",25.0,usa
84553,"munich, bayern, germany",39.0,germany
84627,"davidson, north carolina, usa",37.0,usa
84831,"stuttgart, baden-w�rttemberg, germany",7.0,germany
84867,"frankfurt am main, hessen, germany",34.0,germany
84869,"barcelona, catalunya, spain",26.0,spain
84900,"hong kong, hong kong, hong kong",37.0,hong kong
84902,"okmulgee, oklahoma, usa",36.0,usa
85042,"fresnedillas de la oliva, madrid, spain",29.0,spain
85097,"milton keynes, buckinghamshire, united kingdom",23.0,united kingdom
85250,"cologne, nordrhein-westfalen, germany",36.0,germany
85268,"lancaster, california, usa",36.0,usa
85294,"neumarkt /in der opf., bayern, germany",54.0,germany
85367,"gloversville, new york, usa",17.0,usa
85426,"chisholm, minnesota, usa",23.0,usa
85433,"t�bingen, baden-wuerttemberg, germany",33.0,germany
85526,"victoria, british columbia, canada",36.0,canada
85534,"cleveland, ohio, usa",49.0,usa
85616,"san diego, california, usa",25.0,usa
85656,"cottage grove, oregon, usa",41.0,usa
85698,"firenze, toscana, italy",25.0,italy
85701,"savannah, georgia, usa",37.0,usa
85757,"pawtucket, rhode island, usa",40.0,usa
85770,"mountain view, california, usa",34.0,usa
85851,"decatur, georgia, usa",41.0,usa
85872,"sydney, new south wales, australia",36.0,australia
85944,"dunedin, otago, new zealand",23.0,new zealand
85993,"portland, oregon, usa",40.0,usa
86033,"sydney, new south wales, australia",26.0,australia
86145,"alexandria, virginia, usa",45.0,usa
86183,"berlin, berlin, germany",27.0,germany
86202,"sydney, new south wales, australia",26.0,australia
86219,"ludwigshafen, rheinland-pfalz, germany",26.0,germany
86242,"new york, new york, usa",24.0,usa
86303,"denver, colorado, usa",31.0,usa
86337,"hamburg, hamburg, germany",30.0,germany
86392,"cornwall, prince edward island, canada",25.0,canada
86408,"vista, california, usa",39.0,usa
86481,"reading, pennsylvania, usa",29.0,usa
86538,"cumming, georgia, usa",58.0,usa
86548,"ploiesti, prahova, romania",24.0,romania
86555,"nisswa, minnesota, usa",44.0,usa
86641,"rison, arkansas, usa",39.0,usa
86680,"conway, arkansas, usa",38.0,usa
86683,"barcelona, barcelona, spain",19.0,spain
86792,"philadelphia, pennsylvania, usa",37.0,usa
86856,"paris, ile de france, france",28.0,france
86876,"k�ln, nordrhein-westfalen, germany",19.0,germany
86928,"apex, north carolina, usa",32.0,usa
86947,"san antonio, texas, usa",71.0,usa
86959,"oklahoma city, oklahoma, usa",29.0,usa
86965,"coldbrook, nova scotia, canada",35.0,canada
87036,"dresden, sachsen, germany",46.0,germany
87143,"whitehall, ohio, usa",53.0,usa
87155,"auburn hills, michigan, usa",23.0,usa
87302,"pleasant hill, california, usa",58.0,usa
87333,"birmingham, england, united kingdom",31.0,united kingdom
87540,"saint cloud, minnesota, usa",52.0,usa
87555,"lexington, kentucky, usa",31.0,usa
87612,"teres�polis, rio de janeiro, brazil",21.0,brazil
87690,"blythewood, south carolina, usa",36.0,usa
87707,"paris, ile de france, france",23.0,france
87712,"yarmouth, nova scotia, canada",19.0,canada
87729,"figueira da foz, coimbra, portugal",24.0,portugal
87746,"wallingford, connecticut, usa",52.0,usa
87747,"victoria, british columbia, canada",23.0,canada
87776,"c�diz, andaluc�a, spain",34.0,spain
87911,"new york, new york, usa",20.0,usa
87929,"portland, maine, usa",25.0,usa
87949,"gladewater, texas, usa",44.0,usa
87964,"toledo, ohio, usa",56.0,usa
87974,"fort worth, texas, usa",25.0,usa
88066,"astoria, new york, usa",21.0,usa
88072,"stade, niedersachsen, germany",35.0,germany
88099,"c�rdoba, c�rdoba, argentina",41.0,argentina
88109,"new york, new york, usa",58.0,usa
88122,"jacksonville, north carolina, usa",30.0,usa
88187,"edjewater park, new jersey, usa",36.0,usa
88229,"thermopolis, wyoming, usa",44.0,usa
88232,"marano di napoli, campania, italy",56.0,italy
88283,"hamburg, hamburg, germany",24.0,germany
88389,"severna park, maryland, usa",77.0,usa
88390,"lille, nord pas de calais, france",27.0,france
88395,"weimar, thueringen, germany",40.0,germany
88412,"toronto, ontario, canada",36.0,canada
88435,"quezon city, ncr, philippines",19.0,philippines
88620,"heemstede, noord-holland, netherlands",27.0,netherlands
88652,"lanham, maryland, usa",83.0,usa
88677,"laval, quebec, canada",44.0,canada
88693,"shanghai, shanghai, china",30.0,china
88729,"st. clair shores, michigan, usa",31.0,usa
88793,"arcata, california, usa",25.0,usa
88937,"cary, north carolina, usa",39.0,usa
88979,"griesheim, hessen, germany",44.0,germany
89179,"montevarchi, toscana, italy",31.0,italy
89192,"goor, alabama, netherlands",34.0,netherlands
89207,"gateshead, england, united kingdom",26.0,united kingdom
89266,"m�nchen, bayern, germany",38.0,germany
89278,"laufen, bayern, germany",44.0,germany
89307,"santa rosa, california, usa",61.0,usa
89339,"barcelona, barcelona, spain",37.0,spain
89507,"pt.pleasant, new jersey, usa",30.0,usa
89551,"colorado springs, colorado, usa",29.0,usa
89558,"arenys de munt, barcelona, spain",28.0,spain
89867,"montreal, quebec, canada",28.0,canada
89869,"louisville, kentucky, usa",40.0,usa
